title,year,user_tags,reviews,author,plot,poster
La La Land,2016,"Comedy, Drama, Music","[{'source': 'Internet Movie Database', 'value': '8.0/10'}, {'source': 'Rotten Tomatoes', 'value': '91%'}, {'source': 'Metacritic', 'value': '94/100'}]",Damien Chazelle,"When Sebastian, a pianist, and Mia, an actress, follow their passion and achieve success in their respective fields, they find themselves torn between their love for each other and their careers.",La_La_Land.jpg
The Lorax,2012,"Animation, Adventure, Comedy","[{'source': 'Internet Movie Database', 'value': '6.4/10'}, {'source': 'Metacritic', 'value': '46/100'}]","Chris Renaud, Kyle Balda","A 12-year-old boy searches for the one thing that will enable him to win the affection of the girl of his dreams. To find it he must discover the story of the Lorax, the grumpy yet charming creature who fights to protect his world.",The_Lorax.jpg
Bird Box,2018,"Horror, Mystery, Sci-Fi","[{'source': 'Internet Movie Database', 'value': '6.6/10'}, {'source': 'Rotten Tomatoes', 'value': '64%'}, {'source': 'Metacritic', 'value': '51/100'}]",Susanne Bier,"Five years after an ominous unseen presence drives most of society to suicide, a mother and her two children make a desperate bid to reach safety.",Bird_Box.jpg
The Lion Guard,2015–2019,"Animation, Action, Adventure","[{'source': 'Internet Movie Database', 'value': '6.4/10'}]",N/A,"Kion, the son of Simba, leads his friends known as the Lion Guard to protect the Pride Lands.",The_Lion_Guard.jpg
Over the Hedge,2006,"Animation, Adventure, Comedy","[{'source': 'Internet Movie Database', 'value': '6.7/10'}, {'source': 'Rotten Tomatoes', 'value': '75%'}, {'source': 'Metacritic', 'value': '67/100'}]","Tim Johnson, Karey Kirkpatrick","A scheming raccoon fools a mismatched family of forest creatures into helping him repay a debt of food, by invading the new suburban sprawl that popped up while they were hibernating...and learns a lesson about family himself.",Over_the_Hedge.jpg
Erin Brockovich,2000,"Biography, Drama","[{'source': 'Internet Movie Database', 'value': '7.4/10'}, {'source': 'Rotten Tomatoes', 'value': '85%'}, {'source': 'Metacritic', 'value': '73/100'}]",Steven Soderbergh,A flamboyant law firm secretary works tirelessly to gain justice for a small town wrecked by a utility company's pollution.,Erin_Brockovich.jpg
The Exorcist,1973,Horror,"[{'source': 'Internet Movie Database', 'value': '8.1/10'}, {'source': 'Rotten Tomatoes', 'value': '78%'}, {'source': 'Metacritic', 'value': '83/100'}]",William Friedkin,"When a mysterious entity possesses a young girl, her mother seeks the help of two Catholic priests to save her life.",The_Exorcist.jpg
Dirty Dancing,1987,"Drama, Music, Romance","[{'source': 'Internet Movie Database', 'value': '7.1/10'}, {'source': 'Rotten Tomatoes', 'value': '72%'}, {'source': 'Metacritic', 'value': '65/100'}]",Emile Ardolino,"Spending the summer at a Catskills resort with her family, Frances ""Baby"" Houseman falls in love with the camp's dance instructor, Johnny Castle.",Dirty_Dancing.jpg
Blade,1998,"Action, Horror, Sci-Fi","[{'source': 'Internet Movie Database', 'value': '7.1/10'}, {'source': 'Rotten Tomatoes', 'value': '58%'}, {'source': 'Metacritic', 'value': '47/100'}]",Stephen Norrington,"A half-vampire, half-mortal man becomes a protector of the mortal race, while slaying evil vampires.",Blade.jpg
Robin Hood,2010,"Action, Adventure, Drama","[{'source': 'Internet Movie Database', 'value': '6.6/10'}, {'source': 'Rotten Tomatoes', 'value': '43%'}, {'source': 'Metacritic', 'value': '53/100'}]",Ridley Scott,"In twelfth-century England, Robin Longstride and his band of marauders confront corruption in a local village and lead an uprising against the crown that will forever alter the balance of world power.",Robin_Hood.jpg
A Nightmare on Elm Street,1984,Horror,"[{'source': 'Internet Movie Database', 'value': '7.4/10'}, {'source': 'Rotten Tomatoes', 'value': '94%'}, {'source': 'Metacritic', 'value': '76/100'}]",Wes Craven,"Teenager Nancy Thompson must uncover the dark truth concealed by her parents after she and her friends become targets of the spirit of a serial killer with a bladed glove in their dreams, in which if they die, it kills them in rea...",A_Nightmare_on_Elm_Street.jpg
The Incredibles,2004,"Animation, Action, Adventure","[{'source': 'Internet Movie Database', 'value': '8.0/10'}, {'source': 'Metacritic', 'value': '90/100'}]",Brad Bird,"While trying to lead a quiet suburban life, a family of undercover superheroes are forced into action to save the world.",The_Incredibles.jpg
It Follows,2014,"Horror, Mystery, Thriller","[{'source': 'Internet Movie Database', 'value': '6.8/10'}, {'source': 'Rotten Tomatoes', 'value': '95%'}, {'source': 'Metacritic', 'value': '83/100'}]",David Robert Mitchell,A young woman is followed by an unknown supernatural force after a sexual encounter.,It_Follows.jpg
Frozen II,2019,"Animation, Adventure, Comedy","[{'source': 'Internet Movie Database', 'value': '6.8/10'}, {'source': 'Rotten Tomatoes', 'value': '77%'}, {'source': 'Metacritic', 'value': '64/100'}]","Chris Buck, Jennifer Lee","Anna, Elsa, Kristoff, Olaf and Sven leave Arendelle to travel to an ancient, autumn-bound forest of an enchanted land. They set out to find the origin of Elsa's powers in order to save their kingdom.",Frozen_II.jpg
National Treasure,2004,"Action, Adventure, Mystery","[{'source': 'Internet Movie Database', 'value': '6.9/10'}, {'source': 'Rotten Tomatoes', 'value': '46%'}, {'source': 'Metacritic', 'value': '40/100'}]",Jon Turteltaub,A historian races to find the legendary Templar Treasure before a team of mercenaries.,National_Treasure.jpg
A Clockwork Orange,1971,"Crime, Sci-Fi","[{'source': 'Internet Movie Database', 'value': '8.2/10'}, {'source': 'Rotten Tomatoes', 'value': '86%'}, {'source': 'Metacritic', 'value': '77/100'}]",Stanley Kubrick,Alex DeLarge and his droogs barbarize a decaying near-future.,A_Clockwork_Orange.jpg
The Grudge,2004,"Horror, Mystery, Thriller","[{'source': 'Internet Movie Database', 'value': '5.9/10'}, {'source': 'Rotten Tomatoes', 'value': '40%'}, {'source': 'Metacritic', 'value': '49/100'}]",Takashi Shimizu,"An American nurse living and working in Tokyo is exposed to a mysterious supernatural curse, one that locks a person in a powerful rage before claiming their life and spreading to another victim.",The_Grudge.jpg
Alice in Wonderland,2010,"Adventure, Family, Fantasy","[{'source': 'Internet Movie Database', 'value': '6.4/10'}, {'source': 'Rotten Tomatoes', 'value': '50%'}, {'source': 'Metacritic', 'value': '53/100'}]",Tim Burton,"Nineteen-year-old Alice returns to the magical world from her childhood adventure, where she reunites with her old friends and learns of her true destiny: to end the Red Queen's reign of terror.",Alice_in_Wonderland.jpg
The Truman Show,1998,"Comedy, Drama","[{'source': 'Internet Movie Database', 'value': '8.2/10'}, {'source': 'Rotten Tomatoes', 'value': '94%'}, {'source': 'Metacritic', 'value': '90/100'}]",Peter Weir,An insurance salesman begins to suspect that his whole life is actually some sort of reality TV show.,The_Truman_Show.jpg
The SpongeBob SquarePants Movie,2004,"Animation, Adventure, Comedy","[{'source': 'Internet Movie Database', 'value': '7.2/10'}, {'source': 'Rotten Tomatoes', 'value': '68%'}, {'source': 'Metacritic', 'value': '67/100'}]","Stephen Hillenburg, Mark Osborne","SpongeBob takes leave from Bikini Bottom in order to track down, with Patrick, King Neptune's stolen crown.",The_SpongeBob_SquarePants_Movie.jpg
The Great Gatsby,2013,"Drama, Romance","[{'source': 'Internet Movie Database', 'value': '7.2/10'}, {'source': 'Rotten Tomatoes', 'value': '48%'}, {'source': 'Metacritic', 'value': '55/100'}]",Baz Luhrmann,"A writer and wall street trader, Nick Carraway, finds himself drawn to the past and lifestyle of his mysterious millionaire neighbor, Jay Gatsby, amid the riotous parties of the Jazz Age.",The_Great_Gatsby.jpg
An Extremely Goofy Movie,2000,"Animation, Comedy, Family, Sport","[{'source': 'Internet Movie Database', 'value': '6.4/10'}, {'source': 'Rotten Tomatoes', 'value': '63%'}]",Douglas McCarthy,"Max goes to college, but to his embarassment his father loses his job and goes to his son's campus.",An_Extremely_Goofy_Movie.jpg
Pocahontas,1995,"Animation, Adventure, Drama","[{'source': 'Internet Movie Database', 'value': '6.7/10'}, {'source': 'Rotten Tomatoes', 'value': '58%'}, {'source': 'Metacritic', 'value': '58/100'}]","Mike Gabriel, Eric Goldberg",An English soldier and the daughter of an Algonquin chief share a romance when English colonists invade seventeenth century Virginia.,Pocahontas.jpg
Amadeus,1984,"Biography, Drama, Music","[{'source': 'Internet Movie Database', 'value': '8.4/10'}, {'source': 'Rotten Tomatoes', 'value': '90%'}, {'source': 'Metacritic', 'value': '87/100'}]",Milos Forman,"The life, success and troubles of Wolfgang Amadeus Mozart, as told by Antonio Salieri, the contemporaneous composer who was deeply jealous of Mozart's talent and claimed to have murdered him.",Amadeus.jpg
28 Weeks Later,2007,"Horror, Sci-Fi","[{'source': 'Internet Movie Database', 'value': '6.9/10'}, {'source': 'Rotten Tomatoes', 'value': '72%'}, {'source': 'Metacritic', 'value': '78/100'}]",Juan Carlos Fresnadillo,"Six months after the rage virus was inflicted on the population of Great Britain, the US Army helps to secure a small area of London for the survivors to repopulate and start again. But not everything goes according to plan.",28_Weeks_Later.jpg
Baby Driver,2017,"Action, Crime, Drama","[{'source': 'Internet Movie Database', 'value': '7.5/10'}, {'source': 'Rotten Tomatoes', 'value': '92%'}, {'source': 'Metacritic', 'value': '86/100'}]",Edgar Wright,"Coerced into working for a crime boss, a young getaway driver must face the music when a doomed heist threatens his life, love, and freedom.",Baby_Driver.jpg
Tarzan,1999,"Animation, Adventure, Comedy","[{'source': 'Internet Movie Database', 'value': '7.3/10'}, {'source': 'Rotten Tomatoes', 'value': '90%'}, {'source': 'Metacritic', 'value': '80/100'}]","Chris Buck, Kevin Lima",A man raised by gorillas must decide where he really belongs when he discovers he is a human.,Tarzan.jpg
Pinocchio,1940,"Animation, Adventure, Comedy","[{'source': 'Internet Movie Database', 'value': '7.5/10'}, {'source': 'Rotten Tomatoes', 'value': '100%'}, {'source': 'Metacritic', 'value': '99/100'}]","Norman Ferguson, T. Hee, Wilfred Jackson","A living puppet, with the help of a cricket as his conscience, must prove himself worthy to become a real boy.",Pinocchio.jpg
Madagascar,2005,"Animation, Adventure, Comedy","[{'source': 'Internet Movie Database', 'value': '6.9/10'}, {'source': 'Rotten Tomatoes', 'value': '55%'}, {'source': 'Metacritic', 'value': '57/100'}]","Eric Darnell, Tom McGrath","A group of animals who have spent all their life in a New York zoo end up in the jungles of Madagascar, and must adjust to living in the wild.",Madagascar.jpg
Zootopia,2016,"Animation, Action, Adventure","[{'source': 'Internet Movie Database', 'value': '8.0/10'}, {'source': 'Rotten Tomatoes', 'value': '98%'}, {'source': 'Metacritic', 'value': '78/100'}]","Byron Howard, Rich Moore, Jared Bush","In a city of anthropomorphic animals, a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy.",Zootopia.jpg
Notting Hill,1999,"Comedy, Drama, Romance","[{'source': 'Internet Movie Database', 'value': '7.2/10'}, {'source': 'Rotten Tomatoes', 'value': '84%'}, {'source': 'Metacritic', 'value': '68/100'}]",Roger Michell,"A set of circumstances makes Anna Scott, a famous actress, fall in love with William Thacker, owner of a bookstore in Notting Hill. But the paparazzi's fascination with her complicates their bond.",Notting_Hill.jpg
Finding Dory,2016,"Animation, Adventure, Comedy","[{'source': 'Internet Movie Database', 'value': '7.2/10'}, {'source': 'Rotten Tomatoes', 'value': '94%'}, {'source': 'Metacritic', 'value': '77/100'}]","Andrew Stanton, Angus MacLane",Friendly but forgetful blue tang Dory begins a search for her long-lost parents and everyone learns a few things about the real meaning of family along the way.,Finding_Dory.jpg
Scream,1996,"Horror, Mystery","[{'source': 'Internet Movie Database', 'value': '7.4/10'}, {'source': 'Rotten Tomatoes', 'value': '77%'}, {'source': 'Metacritic', 'value': '66/100'}]",Wes Craven,"A year after the murder of her mother, a teenage girl is terrorized by a masked killer who targets her and her friends by using scary movies as part of a deadly game.",Scream.jpg
Schindler's List,1993,"Biography, Drama, History","[{'source': 'Internet Movie Database', 'value': '9.0/10'}, {'source': 'Rotten Tomatoes', 'value': '98%'}, {'source': 'Metacritic', 'value': '95/100'}]",Steven Spielberg,"In German-occupied Poland during World War II, industrialist Oskar Schindler gradually becomes concerned for his Jewish workforce after witnessing their persecution by the Nazis.",Schindler's_List.jpg
Midsommar,2019,"Drama, Horror, Mystery","[{'source': 'Internet Movie Database', 'value': '7.1/10'}, {'source': 'Rotten Tomatoes', 'value': '83%'}, {'source': 'Metacritic', 'value': '72/100'}]",Ari Aster,A couple travels to Northern Europe to visit a rural hometown's fabled Swedish mid-summer festival. What begins as an idyllic retreat quickly devolves into an increasingly violent and bizarre competition at the hands of a pagan cult.,Midsommar.jpg
12 Angry Men,1957,"Crime, Drama","[{'source': 'Internet Movie Database', 'value': '9.0/10'}, {'source': 'Rotten Tomatoes', 'value': '100%'}, {'source': 'Metacritic', 'value': '97/100'}]",Sidney Lumet,The jury in a New York City murder trial is frustrated by a single member whose skeptical caution forces them to more carefully consider the evidence before jumping to a hasty verdict.,12_Angry_Men.jpg
The Fifth Element,1997,"Action, Adventure, Sci-Fi","[{'source': 'Internet Movie Database', 'value': '7.6/10'}, {'source': 'Rotten Tomatoes', 'value': '71%'}, {'source': 'Metacritic', 'value': '52/100'}]",Luc Besson,"In the colorful future, a cab driver unwittingly becomes the central figure in the search for a legendary cosmic weapon to keep Evil and Mr. Zorg at bay.",The_Fifth_Element.jpg
The Breakfast Club,1985,"Comedy, Drama","[{'source': 'Internet Movie Database', 'value': '7.8/10'}, {'source': 'Rotten Tomatoes', 'value': '87%'}, {'source': 'Metacritic', 'value': '66/100'}]",John Hughes,Five high school students meet in Saturday detention and discover how they have a great deal more in common than they thought.,The_Breakfast_Club.jpg
